EXP_DATE,EFF_DATE,CORP_NAME,TRADE_NAME,LICENSEE,TAXKEY_NUMBER,HOUSE_NR,SDIR,STREET,STTYPE,ALDERMANIC_DISTRICT,POLICE_DISTRICT,LIC_TYPE,License Type Full Name,TOT_CAP,ROOM_CAP,TAXKEY
7/8/2020,7/9/2019,WARREN'S LOUNGE,WARREN'S LOUNGE,"WARREN G HARPER, SP",2851236100,2534,W,HOPKINS,ST,6,5,BTAVN,Class B Tavern License,180,,2851236100
2/26/2020,2/5/2019,"KAINTH, INC",KAINTH BEER & LIQUOR,"GURNEK SINGH, Agt",5821201000,1141,E,HOWARD,AV,14,6,ALQML,Class A Malt & Class A Liquor License,,,5821201000
7/23/2020,7/9/2019,Werd Bar LLC,Werd Bar,"Andrew K Pakalski, Agt",5800901000,111,W,HOWARD,AV,13,6,BTAVN,Class B Tavern License,80,,5800901000
6/6/2020,5/31/2019,"THREE BLONDES, INC",MAVERICKS,"CAROL J PETERSON, Agt",5521204000,2030,W,HOWARD,AV,13,6,BTAVN,Class B Tavern License,99,,5521204000
5/7/2020,4/16/2019,"MERRY J'S, INC",MERRY'S,"MERRY JANE KUSZ, Agt",5560356100,5100,W,HOWARD,AV,11,6,BTAVN,Class B Tavern License,80,,5560356100
5/20/2020,5/10/2019,"Brewtown Eatery, LLC",Brewtown Eatery,"Martin P Gulczynski, Agt",5730329000,5121,W,HOWARD,AV,11,6,BTAVN,Class B Tavern License,,,5730329000
6/18/2020,6/4/2019,MPR CORPORATION,Bay View Supermarket,"PARESH C PATEL, Agt",4660816000,2277,S,HOWELL,AV,14,6,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4660816000
6/18/2020,6/3/2019,MPR CORPORATION,Bay View Supermarket,"PARESH C PATEL, Agt",4660816000,2277,S,HOWELL,AV,14,6,ALIQR,Class A Retailer's Intoxicating Liquor License,,,4660816000
12/31/2019,12/18/2018,ST AUGUSTINE CONGREGATION,ST AUGUSTINE CONGREGATION,"Scott C Gregory, Agt",4992141100,2530,S,HOWELL,AV,14,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,4992141100
10/18/2020,9/27/2019,TONI'S MOODY BLUES,TONI'S MOODY BLUES,"TONI L MARUNOWSKI, SP",5050602000,2813,S,HOWELL,AV,14,6,BTAVN,Class B Tavern License,49,,5050602000
6/26/2020,6/25/2019,"Sabrosa Cafe & Gallery, Inc",Sabrosa Cafe & Gallery,"Francisco Sanchez, Agt",5381506100,3216,S,HOWELL,AV,14,6,BTAVN,Class B Tavern License,49,,5381506100
7/23/2020,7/15/2019,LIQEN CORPORATION,COPPER KITCHEN RESTAURANT,"XHEVIT ZEQIRI, Agt",5800907000,3935,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,80,,5800907000
4/15/2020,4/16/2019,"PACKY'S PUB, LLC",Campbells Irish Pub,"PATRICK G CAMPBELL, Agt",5811314000,4068,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,90,,5811314000
6/30/2020,6/20/2019,"AVENUE WINE & LIQUOR, INC",AVENUE WINE & LIQUOR,"MICHAEL J BUGALSKI, Agt",5809998110,4075,S,HOWELL,AV,13,6,ALIQR,Class A Retailer's Intoxicating Liquor License,,,5809998110
5/30/2020,5/30/2019,Barrel Proof Coffee Roasters LLC,Hawthorne Coffee Roasters & Foxfire,"STEPHEN HAWTHORNE, Agt",5800216000,4177,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,,,5800216000
4/16/2020,3/26/2019,"AIRPORT PIZZA ROC, INC",Rocky Rococo Pizza & Pasta,"EARL W RAMBO, Agt",,4849,S,HOWELL,AV,13,6,BBEER,Class B Fermented Malt Beverage Retailer's License,98,,6269996120
12/21/2019,11/27/2018,ELLTON CORPORATION,FINAL APPROACH,"JEFFREY T ELLSWORTH, Agt",6260252000,4959,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,120,,6260252000
10/21/2020,10/22/2019,"K & D VENTURES, LLC",Final Approach Restaurant,"Kim E Sloan, Agt",6260252000,4959,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,120,,6260252000
12/16/2019,11/28/2018,"JALAPENO LOCO, INC",JALAPENO LOCO,"HUGO SAYNES, Agt",6269979000,5067,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,100,,6269979000
3/19/2020,2/27/2019,"SSP America, Inc.",Pizzeria Piccola,"Nikki L Lathrop, Agt",6409999118,5300,S,HOWELL,AV,13,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,6409999120
3/19/2020,2/27/2019,"SSP America, Inc.",Pizzeria Piccola,"Nikki L Lathrop, Agt",6409999118,5300,S,HOWELL,AV,13,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,6409999120
7/23/2020,7/9/2019,"Delta Sky Club, Inc",Delta Sky Club,"Lisa M Butow, Agt",6409999120,5300,S,HOWELL,AV,13,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,6409999120
5/29/2020,9/20/2019,"HOST INTERNATIONAL, INC","Host International, Inc","DARIN R IVERSON, Agt",6409999118,5300,S,HOWELL,AV,13,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,6409999120
6/24/2020,5/29/2019,"SSP America, Inc",Valentine's Coffee- Concourse D,"Nikki L Lathrop, Agt",6409999120,5300,S,HOWELL,AV,13,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,6409999120
2/9/2020,1/14/2019,"SSP AMERICA, INC",Nonna Bartolotta's,"Nikki L Lathrop, Agt",6409999118,5300,S,HOWELL,AV,13,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,6409999120
6/24/2020,5/29/2019,"SSP America, INC",Baron's Beer Hall Bar and Restaurant - Concourse C,"Nikki L Lathrop, Agt",6409999120,5300,S,HOWELL,AV,13,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,6409999120
1/17/2020,12/19/2018,SSS Milwaukee LLC,Four Points/Cork N Cleaver,"Danny W Golla, Agt",6410121100,5311,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,,,6410121100
3/14/2020,2/5/2019,Howell Avenue ES Lodging Associates LLC,Home 2 Suites - Milwaukee Airport,"Ashley D Morrow, Agt",6730001000,5880,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,,,6730001000
9/30/2020,9/4/2019,"AIRPORT LOUNGE, INC",AIRPORT LOUNGE,"GEORGE C TSITSOS, Agt",6720312000,5881,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,237,,6720312000
7/8/2020,7/9/2019,"HOWELL AVE FOS LODGING ASSOC, LLC",HILTON GARDEN INN-MILW AIRPORT,"MATTHEW J LANDGRAF, Agt",6730002000,5890,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,120,,6730002000
6/30/2020,6/18/2019,LANDMARK 1850 INN,LANDMARK 1850 INN,"JOSEPH G HALSER, III, SP",6879999000,5905,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,150,"inside 99
patio 51",6879999000
3/25/2020,2/26/2019,THE TERMINAL,THE TERMINAL,"JOSEPH G HALSER, III, SP",6879998111,5917,S,HOWELL,AV,13,6,BTAVN,Class B Tavern License,300,,6879998111
2/29/2020,2/5/2019,PITCH'S LOUNGE & RESTAURANT,PITCH'S LOUNGE & RESTAURANT,"PETER F PICCIURRO, SP",3540690000,1801,N,HUMBOLDT,AV,3,1,BTAVN,Class B Tavern License,130,,3540690000
6/30/2020,6/18/2019,THE HIDEOUT CORP OF MILWAUKEE,SCAFFIDI'S HIDEOUT,"RICK SCAFFIDI, Agt",3540623000,1837,N,HUMBOLDT,AV,3,1,BTAVN,Class B Tavern License,80,,3540623000
5/24/2020,5/7/2019,Stubby's Gastrogrub LLC,Stubby's Gastrogrub & Beer Bar,"BRADLEY H TODD, Agt",3540412100,2060,N,HUMBOLDT,AV,3,5,BTAVN,Class B Tavern License,410,294,3540412100
2/9/2020,2/6/2019,"Mondo Brothers Market, LLC",Milwaukee Beer Bistro,"RUSSELL R DAVIS, Agt",3159966110,2730,N,HUMBOLDT,BL,3,5,BTAVN,Class B Tavern License,198,"West Dining Room - 99, East & Banquet Hall - 99",3159966110
11/1/2020,10/16/2019,"Hampshire Foods, Inc",Sala,"TERESA A Warsh, Agt",2780050000,2611,E,Hampshire,ST,3,1,BTAVN,Class B Tavern License,,,2780050000
7/23/2020,7/9/2019,Aliota Management LLC,Aliota's Pub & Grill,"John S Aliota, Agt",2420223100,261,E,Hampton,AV,6,5,BTAVN,Class B Tavern License,80,,2420223100
11/4/2020,10/15/2019,Hampton Beer & Food LLC,PK'S Pantry,"Nikhilkumar Patel, Agt",2219992110,10707,W,Hampton,AV,5,4,ALIQR,Class A Retailer's Intoxicating Liquor License,,,2219992110
11/4/2020,10/15/2019,Hampton Beer & Food LLC,PK'S Pantry,"Nikhilkumar Patel, Agt",2219992110,10707,W,Hampton,AV,5,4,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2219992110
4/23/2020,9/24/2019,Multani Food Market LLC,Multani Food Market,"Manpreet Singh, Agt",2320904100,1951,W,Hampton,AV,1,7,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2320904100
4/8/2020,3/28/2019,ABC Estabrook Inc,Estabrook Beer Garden,"HANS WEISSGERBER, III, Agt",2420218100,435,W,Hampton,AV,6,5,CWINE,Class C Wine Retailer's License,,,2420218100
4/8/2020,3/26/2019,ABC Estabrook Inc,Estabrook Beer Garden,"HANS WEISSGERBER, III, Agt",2420218100,435,W,Hampton,AV,6,5,BBEER,Class B Fermented Malt Beverage Retailer's License,,,2420218100
12/4/2019,1/14/2019,4616 Stark INC.,Stark Foods II,"CHARNJIT KAUR, Agt",2090655110,4616,W,Hampton,AV,1,7,ALQML,Class A Malt & Class A Liquor License,,,2090655110
6/19/2020,5/29/2019,Toor Stores LLC,Jack's Liquor,"Davinder S Toor, Agt",2281541000,5009,W,Hampton,AV,7,7,ALQML,Class A Malt & Class A Liquor License,,,2281541000
3/29/2020,3/26/2019,II Life Bar LLC,II Life Bar,"TIPHANNIE M ROBY, Agt",2100528000,5334,W,Hampton,AV,1,7,BTAVN,Class B Tavern License,,,2100528000
5/14/2020,4/16/2019,"Mader's German Restaurant, Inc",Klement's Sausage Garden,"DANIEL J HAZARD, Agt",3959999112,200,N,Harbor,DR,4,1,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3959999112
11/5/2020,11/6/2019,"SH Firehouse, LLC",Story Hill Firehouse,"Janelle Meyer-Brown, Agt",4040610100,407,N,Hawley,RD,10,3,BTAVN,Class B Tavern License,,,4040610100
5/23/2020,5/7/2019,"Cheese Mart, Inc",Wisconsin Cheese Mart,"KENNETH J MC NULTY, Agt",3610539110,215,W,Highland,AV,4,1,BTAVN,Class B Tavern License,133,,3610539110
3/27/2020,3/28/2019,"Wisconsinbly Holdings, LLC",Drink Wisconsinbly Pub,"John R Casanova, Agt",3922982000,320,W,Highland,AV,4,1,BTAVN,Class B Tavern License,,,3923022000
12/4/2019,12/5/2018,Taqueria El Toro LLC,Taqueria El Toro LLC,"Toribio Perez Martinez, Agt",4620636100,551,W,Historic Mitchell,ST,12,2,BTAVN,Class B Tavern License,94,,4620636100
10/9/2020,10/10/2019,"Apple Hospitality Group, LLC",Applebee's Neighborhood Grill & Bar,"Isaiah J Baker, Agt",5370712000,270,W,Holt,AV,14,6,BTAVN,Class B Tavern License,390,,5370712000
5/17/2020,5/7/2019,Four Gems LLC,Holton Liquor & Food,"MOHAMMAD F NAZER, Agt",3211237000,2301,N,Holton,ST,6,5,ALQML,Class A Malt & Class A Liquor License,,,3211237000
7/9/2020,7/10/2019,AHM Freedom LLC,Freedom Grocery,"Sam S Sabri, Agt",3140998000,2909,N,Holton,ST,6,5,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3140998000
12/14/2019,12/4/2018,Harman Liquor LLC,Hopkins Liquor & Food Mart,"SUKHJINDER SINGH, Agt",3111522000,1646,W,Hopkins,ST,6,5,ALQML,Class A Malt & Class A Liquor License,,,3111522000
2/29/2020,4/22/2019,Y&A LLC,Mothers Food and Liquor,"ADEL H KHEIRIEH, Agt",2851832000,2438,W,Hopkins,ST,6,5,ALQML,Class A Malt & Class A Liquor License,,,2851832000
1/18/2020,1/14/2019,Freez Food Mart LLC,Freez Food Mart,"Jehad A Fares, Agt",2851238000,2526,W,Hopkins,ST,6,5,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2851238000
2/9/2020,7/30/2019,Botanas II LLC,Botanas II,"MARTHA Navejar, Agt",5821101100,1421,E,Howard,AV,14,6,BTAVN,Class B Tavern License,360,,5821101100
12/20/2019,11/27/2018,Lucky Lanes LLC,Lucky Lanes,"Thomas L Schweiger, Agt",5550302100,5014,W,Howard,AV,11,6,BTAVN,Class B Tavern License,149,,5550302100
7/8/2020,8/7/2019,Harvinder Inc.,Sam's Mini Mart,"HARVINDER KAUR, Agt",5560358100,5126,W,Howard,AV,11,6,ALQML,Class A Malt & Class A Liquor License,,,5560358100
4/9/2020,3/26/2019,"CIAO CUCINA, LLC",CAFE LULU,"SARAH F JONAS, Agt",4660813000,2261,S,Howell,AV,14,6,BTAVN,Class B Tavern License,189,50 - cafe & 139 - tavern,4660813000
5/13/2020,5/14/2019,Radbat LLC,Littleduck Kitchen & Catering,"Melissa R Buchholz, Agt",4990030112,2301,S,Howell,AV,14,6,BTAVN,Class B Tavern License,,,4990030112
7/30/2020,7/9/2019,"Guanajuato Mexican Restaurant, LLC",Guanajuato Mexican Restaurant,"CAROLINA GAMINO, Agt",4992151000,2317,S,Howell,AV,14,6,BTAVN,Class B Tavern License,,,4992151000
1/21/2020,1/22/2019,Lazy Susan MKE Inc,Lazy Susan MKE,"AMANDA J DIXON, Agt",4991222000,2376,S,Howell,AV,14,6,BTAVN,Class B Tavern License,80,,4991222000
7/29/2020,7/9/2019,Three Sheets LLC,The Stone,"SHAWN T LEET, Agt",4991263000,2422,S,Howell,AV,14,6,BTAVN,Class B Tavern License,80,,4991263000
12/10/2019,12/6/2018,"THE BUBBLER, LLC",THE BUBBLER,"THERESA L BASHAW, Agt",5380205100,3158,S,Howell,AV,14,6,BTAVN,Class B Tavern License,120,,5380205100
12/17/2019,3/27/2019,"Dale and Carrie, LLC",Dale Z's,"Dale J Zbieranek, Agt",5489902000,3585,S,Howell,AV,14,6,BTAVN,Class B Tavern License,79,,5489902000
2/29/2020,2/27/2019,Gingerz Sportz Pub LLC,Gingerz Sportz Pub and Grill,"MARY M NILAND, Agt",5800904100,3915,S,Howell,AV,13,6,BTAVN,Class B Tavern License,180,,5800904100
2/6/2020,1/14/2019,Sokolowski Enterprize LLC,Jerseys Pub & Grill,"TODD G SOKOLOWSKI, Agt",5810203110,4024,S,Howell,AV,13,6,BTAVN,Class B Tavern License,180,,5810203110
9/23/2020,9/25/2019,Iron Grate BBQ Co. LLC,Iron Grate BBQ Co.,"Aaron S Patin, Agt",5800219000,4125,S,Howell,AV,13,6,BTAVN,Class B Tavern License,49,,5800219000
7/29/2020,7/30/2019,"Marsel's Pizzeria, Inc",Marsel's Pizzeria,"Marsel Feto, Agt",5810622000,4252,S,Howell,AV,13,6,BTAVN,Class B Tavern License,,,5810622000
9/8/2020,9/9/2019,LB LLC,On The Clock,"ROBERT J KRAUSE, Agt",5950811000,4301,S,Howell,AV,13,6,BTAVN,Class B Tavern License,80,,5950811000
7/12/2020,7/10/2019,Sasas Hospitality LLC,Best Western Plus Milwaukee Airport,"Aaron Lorch, Agt",6410033100,5105,S,Howell,AV,13,6,BTAVN,Class B Tavern License,500,,6410033100
5/23/2020,5/8/2019,The Bowery Group LLC,The Red Zone-Milwaukee,"Roger William Hein, Agt",6879978110,6247,S,Howell,AV,13,6,BTAVN,Class B Tavern License,,,6879978110
6/20/2020,6/26/2019,View MKE LLC,View MKE,"Carl Tomich, Agt",3531453100,1818,N,Hubbard,ST,6,5,BTAVN,Class B Tavern License,,,3531453100
2/21/2020,1/15/2019,"Fink's of Milwaukee, Inc",Fink's,"KRISTYN A Eitel, Agt",3540604000,1875,N,Humboldt,AV,3,1,BTAVN,Class B Tavern License,80,,3540604000
2/26/2020,3/8/2019,Tha Circle LLC,Tha Circle,"Christina L Carter, Agt",3540506100,2221,N,Humboldt,AV,6,5,BTAVN,Class B Tavern License,,,3540506100
5/20/2020,5/9/2019,Sip & Purr LLC,Sip & Purr Cat Cafe,"Katherine E McHugh, Agt",,2021,E,Ivanhoe,PL,3,0,BTAVN,Class B Tavern License,,,0
10/11/2020,9/25/2019,"LANDFALL II, LLC",POINTS EAST PUB,"LORI A HASSETT, Agt",3921775100,1501,N,JACKSON,ST,3,1,BTAVN,Class B Tavern License,160,,3921775100
10/30/2020,10/15/2019,"SANFORD RESTAURANT, INC",SANFORD RESTAURANT,"Justin L Aprahamian, Agt",3921764000,1547,N,JACKSON,ST,3,1,BTAVN,Class B Tavern License,80,NA,3921764000
11/17/2020,11/18/2019,Lazo Brothers LLC,Lazo's Taco Shack,"Flor Lazo, Agt",3981204100,641,N,JAMES LOVELL,ST,4,1,BTAVN,Class B Tavern License,,,3981204100
6/30/2020,6/18/2019,THE MILWAUKEE CLUB,THE MILWAUKEE CLUB,"RICHARD H ROEHRBORN, Agt",3920842110,706,N,JEFFERSON,ST,4,1,BTAVN,Class B Tavern License,180,,3920842110
10/20/2020,10/21/2019,"HDS 777, LLC",The Sofie,"DAVID J SAFINA, Agt",3920814000,777,N,JEFFERSON,ST,4,1,BTAVN,Class B Tavern License,,,3920814000
9/26/2020,9/4/2019,WELLS-JEFFERSON CORPORATION,TAYLOR'S,"DANIEL R TAYLOR, Agt",,795,N,JEFFERSON,ST,4,1,BTAVN,Class B Tavern License,160,,3920811000
6/30/2020,6/18/2019,MI-KEY'S (MILWAUKEE) LLC,MI-KEY'S,"Joseph S Mc Lean, Agt",3921391210,811,N,JEFFERSON,ST,4,1,BTAVN,Class B Tavern License,235,,3921391210
6/30/2020,6/18/2019,"ELSA'S ON THE PARK, LTD",ELSA'S ON THE PARK,"KARL R KOPP, Agt",,833,N,JEFFERSON,ST,4,1,BTAVN,Class B Tavern License,100,,3921389000
6/28/2020,6/18/2019,"SORFCO, LTD",THE KNICK,"ELIAS G CHEDID, Agt",,1030,E,JUNEAU,AV,4,1,BTAVN,Class B Tavern License,,NA,3601091110
9/15/2020,9/4/2019,"THE HARP IRISH PUB, INC",THE HARP,"ROBERT C SCHMIDT, JR, Agt",3921183100,113,E,JUNEAU,AV,4,1,BTAVN,Class B Tavern License,325,"160 inside, 165 patio",3921183100
10/17/2020,9/24/2019,"BREW CITY BAR B Q, INC",TRINITY THREE IRISH PUBS,"ROBERT C SCHMIDT, JR, Agt",,125,E,JUNEAU,AV,4,1,BTAVN,Class B Tavern License,833,,3921187110
11/25/2020,11/6/2019,"KEN ELLIOT'S, INC",SCOOTERS PUB / DUKES ON WATER,"JAMES A BAADE, Agt",,150,E,JUNEAU,AV,3,1,BTAVN,Class B Tavern License,400,,3922141000
5/19/2020,5/7/2019,Milwaukee School of Engineering,Milwaukee School of Engineering,"Darryl L Anderson, Agt",,233,E,JUNEAU,AV,4,1,BTAVN,Class B Tavern License,,,3922561110
6/18/2020,5/29/2019,"DJ ENTERPRISES I, INC",GRACE CENTER,"JOAN M GROH, Agt",3922124110,250,E,JUNEAU,AV,3,1,BTAVN,Class B Tavern License,330,,3922124110
6/15/2020,5/29/2019,"ASTOR RESTAURANT, LLC",ASTOR STREET BAR & GRILLE,"JAMES A CADD, Agt",,920,E,JUNEAU,AV,4,1,BTAVN,Class B Tavern License,240,,3600484110
9/23/2020,9/24/2019,Good City Brewing LLC,Good City Brewing,"David C Dupee, Agt",3923021000,333,W,JUNEAU,AV,4,1,CWINE,Class C Wine Retailer's License,,,3923021000
11/23/2020,11/5/2019,Sodexo Magic LLC,Sodexo - Harley Davidson,"Rachel E Telschow, Agt",3660138112,3700,W,JUNEAU,AV,15,3,BTAVN,Class B Tavern License,,,3660138112
11/23/2019,11/8/2018,Sodexo Magic LLC,Sodexo - Harley Davidson,"Rachel E Telschow, Agt",3660138112,3700,W,JUNEAU,AV,15,3,BTAVN,Class B Tavern License,,,3660138112
7/22/2020,7/9/2019,"Bollywood Grill, LLC",Bollywood Grill,"MANJIT SINGH, Agt",3921438110,1028,N,Jackson,ST,4,1,BTAVN,Class B Tavern License,,,3921438110
2/10/2020,2/11/2019,Camp Bar Inc,Campsite 131,"Paul C Hackbarth, Agt",4290431000,131,N,Jackson,ST,4,1,BTAVN,Class B Tavern License,,,4290431000
10/28/2020,10/16/2019,Craft Culture LLC,Interval,"Steven J Westerhausen, Agt",3600028000,1600,N,Jackson,ST,3,1,BTAVN,Class B Tavern License,,,3600028000
4/17/2020,4/18/2019,High Note Inc,The High Note Karaoke Lounge,"Evan R DuQuaine, Agt",3981204100,645,N,James Lovell,ST,4,1,BTAVN,Class B Tavern License,49,,3981204100
7/30/2020,7/25/2019,746JAMESLOVELLBAR LLC,Stella's,"STEPHEN G GILBERTSON, Agt",3611716000,746,N,James Lovell,ST,4,1,BTAVN,Class B Tavern License,,"49 inside, 30 patio",3611716000
2/15/2020,6/5/2019,STEE V GEE LLC,Sportclub Nomad,"MICHAEL J EITEL, Agt",3930931000,750,N,Jefferson,ST,4,1,BTAVN,Class B Tavern License,,,3930931000
5/25/2020,5/7/2019,"12AM Management Group, LLC",Plum Lounge,"MAZEN G MUNA, Agt",3930931000,780,N,Jefferson,ST,4,1,BTAVN,Class B Tavern License,240,,3930931000
7/11/2020,7/11/2019,"M G Muna Enterprises II, LLC",The Dogg Haus & Taco Bar,"MAZEN G MUNA, Agt",3930931000,782,N,Jefferson,ST,4,1,BTAVN,Class B Tavern License,150,,3930931000
2/7/2020,1/14/2019,"The Belmont Tavern, Inc",The Belmont Tavern,"MICHAEL J VITUCCI, Agt",3920833110,784,N,Jefferson,ST,4,1,BTAVN,Class B Tavern License,160,,3920833110
3/31/2020,7/12/2019,VICE MANAGEMENT INC.,Bad Genie,"RYAN T BONEN, Agt",3920812000,787,N,Jefferson,ST,4,1,BTAVN,Class B Tavern License,,,3920812000
7/24/2020,7/9/2019,"Art's Performing Center, LLC",Silk on Water,"SCOTT A KRAHN, Agt",3922143000,144,E,Juneau,AV,3,1,BTAVN,Class B Tavern License,80,,3922143000
5/20/2020,5/7/2019,"Carson's Ribs of Milwaukee, LLC",Carson's,"RICHARD J BARRETT, Agt",3612101000,301,W,Juneau,AV,4,1,BTAVN,Class B Tavern License,150,,3612101000
7/8/2020,7/9/2019,"MKE Hotel, LLC",Hyatt Place - Milwaukee Downtown,"Angel Rivera, Agt",3620601000,800,W,Juneau,AV,4,1,BTAVN,Class B Tavern License,,,3620601000
9/23/2020,9/4/2019,Best Place at Pabst LTD,Best Place at the Pabst,"JAMES C HAERTEL, Agt",3910751000,915,W,Juneau,AV,4,1,BTAVN,Class B Tavern License,868,,3910751000
7/6/2020,6/21/2019,Hideaway Tavern LLC,The Hideaway Tavern,"BINYOTI F AMUNGWAFOR, Agt",1529980110,9000,W,KAUL,AV,2,4,BTAVN,Class B Tavern License,80,,1529980110
6/11/2020,6/21/2019,"The Milwaukee Filling Station, Inc",The Riverwest Filling Station,"Bryan A Atinsky, Agt",2810701110,701,E,KEEFE,AV,3,5,BTAVN,Class B Tavern License,80,,2810701110
6/30/2020,6/20/2019,CASPAR'S LOUNGE,CASPAR'S LOUNGE,"LUTHER BROWN, SP",2842003000,1300,W,KEEFE,AV,6,5,BTAVN,Class B Tavern License,60,,2842003000
5/31/2020,5/9/2019,"Axe MKE, Inc",Axe MKE,"Marla R Poytinger, Agt",3560282000,1924,E,KENILWORTH,PL,3,1,BTAVN,Class B Tavern License,,,3560282000
11/14/2020,10/15/2019,Mari Corp,Merge,"Jongsoo Kim, Agt",3560279000,1932,E,KENILWORTH,PL,3,1,BTAVN,Class B Tavern License,99,,3560279000
7/5/2020,6/20/2019,"MARCUS HOTELS HOSPITALITY, LLC",Saint Kate-The Arts Hotel,"Margaret E Williams-Smith, Agt",,139,E,KILBOURN,AV,4,1,BTAVN,Class B Tavern License,,NA,3922352000
12/20/2019,7/9/2019,WOMANS CLUB OF WISCONSIN,WOMANS CLUB OF WISCONSIN,"Leah M Potrykus, Agt",3921630000,813,E,KILBOURN,AV,4,1,BTAVN,Class B Tavern License,500,,3921630000
5/14/2020,4/16/2019,"NOBLE BEVERAGE MANAGEMENT, LLC",HYATT REGENCY MILWAUKEE,"David F Jones, Agt",3610603116,333,W,KILBOURN,AV,4,1,BTAVN,Class B Tavern License,930,,3610603116
6/30/2020,6/18/2019,"MAJOR GOOLSBY'S, INC",MAJOR GOOLSBY'S,"PATRICK J MURPHY, Agt",3610571100,340,W,KILBOURN,AV,4,1,BTAVN,Class B Tavern License,400,,3610571100
7/26/2020,7/9/2019,"BOTTLE MILWAUKEE, LLC",THE BOTTLE MILWAUKEE,"TONY D WOJTECKI, Agt",4620806000,1753,S,KINNICKINNIC,AV,12,2,BTAVN,Class B Tavern License,99,,4620806000
6/19/2020,6/4/2019,Lost Whale Enterprises LLC,Lost Whale,"Richard W Duval, Agt",4660601000,2151,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,,,4660601000
9/19/2020,9/10/2019,"AA Entertainment, LLC",The Backyard,"Sam J Leaf, Agt",4660602000,2155,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,160,"80 capacity indoors, 80 capacity beer garden w/porta potties",4660602000
8/28/2020,8/29/2019,RED BRICK - BAYVIEW LLC,RED BRICK Pizza Kitchen Cafe,"Jason M Vermeulen, Agt",4661661000,2202,S,KINNICKINNIC,AV,14,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,4661661000
8/28/2020,8/29/2019,RED BRICK - BAYVIEW LLC,RED BRICK Pizza Kitchen Cafe,"Jason M Vermeulen, Agt",4661661000,2202,S,KINNICKINNIC,AV,14,6,CWINE,Class C Wine Retailer's License,,,4661661000
10/24/2020,10/15/2019,Sabor Tropical LLC,Sabor Tropical Latin Inspired Kitchen & Lounge,"Carmen Munoz, Agt",4661551000,2258,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,,,4661551000
6/30/2020,6/18/2019,DRI 5 BAYVIEW LLC,CAFE CENTRAAL,"ERIC G WAGNER, Agt",5001042000,2306,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,261,,5001042000
6/14/2020,5/29/2019,"SUMO, LLC",THE HIGHBURY PUB,"JOSEPH R KATZ, Agt",5001043000,2322,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,80,,5001043000
2/26/2020,2/8/2019,NEVADA PRODUCTIONS LLC,THE TONIC TAVERN,"PAUL U JONAS, Agt",4991232000,2335,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,99,,4991232000
7/12/2020,6/18/2019,"HIGGSKI, INC",BAY VIEW BOWL,"MICHAEL S KOSINSKI, Agt",,2416,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,160,,4991888000
9/24/2020,9/4/2019,"SIEGEL LIQUOR, INC",SIEGEL LIQUOR,"AMARJIT S VIRK, Agt",4992047000,2632,S,KINNICKINNIC,AV,14,6,ALQML,Class A Malt & Class A Liquor License,,,4992047000
2/14/2020,2/15/2019,"HI FI CAFE, LLC",HI FI CAFE,"MARY K HART, Agt",,2640,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,,,5000105200
5/4/2020,4/18/2019,"Honeypie Cafe & Bakeshop, Inc",Honeypie Cafe,"VALERI A LUCKS, Agt",5000003000,2643,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,49,,5000003000
